Drug,Count
sodium chloride nasal spry nu tid mupirocin nasal ointment appl nu,1
atropine sulfate,4
propafenon,2
oxycodone acetaminophen tramadol,1
atenolol hyperlipidemia,1
statin thrombophlebitis,1
atenolol ferrous sulfate folic acid protonix simvastatin tamsulosin,1
po qam metoprolol,1
po tid vitamin d po first name lf,1
po qid glyburide,1
prednisone chronic mrsa osteomyelitis,2
daptomycin s p vanc failure htn,1
bumetamide,7
lantus qam qpm,2
"V5865"",""486",1
levofloxacin ceftriaxone flagyl hydrocortisone,1
signif,21
flagyl vancomycin u prbc l ns,1
tobramycin s trimethoprim sulfa s br pm swab r o vancomycin,1
na bicarb,4
hepatitis c virus obstructive sleep apnea,1
acidophilus,4
iloprost,4
po qid nadolol,5
po bid clotrimazole troche,1
levothryoxine,6
qod zocor,1
spironolactone protonix bactrim synthroid po,1
zocor nystatin,1
perll,1
b burgdorferi infection,6
cefipime vanco flagyl,1
anusol cream vit c,1
ferrous sulphate,3
zinc oxide octreotide,1
infantis lactic acid prod,1
po qidachs aluminum magnesium,1
imatinib s p mud allogeneic,1
dasatanib,2
valproic acid seizure,1
pentamidine amphotericin b liposome,1
po bid valganciclovir,1
po bid sennosides,2
1177,3
mupirocin calcium ointment sig one appl nasal,3
iron tibc ferritin,2
polysporin bacitracin polymyxin b sulfate,1
fluticasone propionate mcg puff ih hospital,14
lisinopril oxycontin,1
aspirin protonix,2
mylanta anemia,1
epogen pravachol,1
lansoprazole albuterol atrovent,2
clav,1
cefazolin levo d c ivc filter placement reconstruction of rle by ortho,1
aslo,9
xanax qhs,4
po prn cefazolin,1
metoprolol lasix,10
"warfarin qod levoxyl amaryl crestor hs vytorin nitrostat prn asa colace discharge medicationsdischarge diagnosis aaa discharge,""4414, 99811, 42731, 2851",1
blood cx klebsiella pneumoniae s,2
augmentin unasyn cefazolin cipro gent levo zosyn bactrim,2
albuterol inhalations,4
pine,12
alcohol withdrawal respiratory distress fevers urinary tract infection,1
hepatitis c cirrhosis c b,1
aldactone hepatic encephalopathy,1
depakoate,1
po bid lasix,24
tolmetin,4
fentanyl citrate mcg,8
atenolol calcium,1
cypionate,2
aspranolol,1
procrit k qw kayexalate,1
aspirin zocor desmopressin risperidone,1
levothyroxine zantac,1
metoprolol clopidogrel rosuvastatin,1
amitriptyline aripiprazole,1
calcitriol mcg capsule sig one capsule po once a,4
ergocalciferol vitamin d unit one,1
qid isosorbide mononitrate,3
camphor menthol lotion sig one appl topical,4
cyclophosphamide etoposide,1
cefpodoxime flagyl,5
bendamustine,26
qhs metronidazole,2
isosorbide mononitrate metoprolol lasix,1
aloe vesta foam cleanser,4
aloe vesta ointment,1
imiquimod cream isorbide mononitrate,1
ramus intermedius moderate disease,1
qid citalopram,3
chromium,3
fenugreek,1
heparin plavix aspirin,1
rosuvastatin metop succinate,1
vanco ceftazidime,3
vancomycin unasyn gentamycin,1
estramustine,4
calcium phosphate magnesium coags,1
intuba comments green top ua urine blood neg nitrite,1
vancomycin cefepime levaquin,4
dexamethason,4
antidepressant sertraline,1
gabapentin lisinopril lasix metop,1
metadone,2
remeron copd,1
spiriva ipratropium albuterol,1
qhs naprosyn,2
humulin qam,1
clarithromycin amoxicillin,5
reactivation,1
unasyn azithromycin,2
bethanechol,10
taxol cisplatin,1
qid methimazole,1
levamisole,5
vancomycin meropenum,4
qhs lispro vicodin prn,1
levothyroxine hemoptysis,1
lansoprazole isosorbide,1
apenea,1
benedaryl,1
vanco ceftazidime doxycycline,1
dexamethasone phenylephrine,1
naficillin levofloxacin,1
po tid clopidogrel,4
multivitamin vitamin a vitamin d vitamin k iron,1
furosemide calcitonin,1
atenolol prednisone folic acid,1
methotraxate,3
manitol,5
appetite recent,1
nectar,2
dry dressings his wound,1
lamictal lithium valium,1
carboplatin taxol,11
taxol sorafenib,2
lasix b c pts cardiac function,1
levophed epinephrine milrinone,2
simvastatin lasix toprol,1
vancomycin imipenem,3
vancomycin clindamycin,9
pantoprazole topiramate qam,1
lisinopril citalopram,1
digoxin pulmonary embolus,1
qhs triamcinolone acetonide,1
appetite past medical historypertinent results admission labs pm,1
ciprofloxacin anemia blood loss,1
dm alcohol,2
ethylene glycol methanol isopropyl alcohol,1
folic acid b,3
antabuse,11
beta blocker asthma the,1
levophed norepinephrine,1
flourouricil,1
argon,7
levaquin ceftriaxone vancomycin,1
sch,9
qid theophylline,1
cytaribine leukovorin,1
acyclovir clotrimazole troche fluconazole folic acid levofloxacin,1
lorazepam metoprolol tartrate omeprazole ondansetron zofran,1
cholecalciferol vitamin d vitamin d,4
hydrocortisone ondansetron,1
blood uricacd iron,1
sulfur,4
steroids prednisone,12
rituxumab,2
eculizumab,2
pcp ss bactrim,1
tartate,1
p coronary artery bypass graft lima,1
po qam hydrochlorothiazide,1
po qam docusate sodium,1
trazodone overdose depression iron deficiency anemia,1
atorvastatin diltiazem,2
oxaliplatin avastin,1
vitamin b doxazosin,1
zinc oxide vitamin c,1
calcium vit d supplementation,2
ethanol acetmnp bnzodzp barbitr tricycl pm neg neg neg neg neg neg added specimens stox neg new units in,1
percedex,1
zyprexa haldol,2
multivitamin b,1
nadolol aldactone,4
synthroid mcg prurigo nodularis,1
alcohol withdrawal vs hepatic encephalopathy,1
pureed solids po meds crushed in purees,1
qhs novolin ss,1
ampicillin nitrofurantoin vancomycin,3
po bid aricept donepezil,1
poppers amyl nitrate,1
amyl nitrate,3
amyl nitrate methemoglobinemia,1
amyl nitrate toxicity,1
methylene blue leukocytosis,1
pioglitazone oxycodone amitriptyline,1
levofloxacin calcium chloride dextrose,1
calcium gluconate kayexalate insulin,1
k,3
urate nephropathy,5
polysorbat aranesp polysorbate,10
nebivolol,14
qpm aldactone,2
betamethasone ointment,1
etoposide cisplatin,5
cisplatin toxicity,3
cisplatin etoposide cisplatin,1
albuterol salmeterol,1
po bid latanoprost,4
unasyn doxycycline,2
cefipime vanc and bactrim,1
inlyta,1
fluticasone hypothyroid,1
pantoprazole hyperlipidemia,3
rosuvastatin aspirin hypertension lisinopril hydrochlorothiazide,1
po bid levothyroxine sodium,13
nystatin powder nf unit gram mucous membrane,1
po bid naproxen,4
piperacillin tazo s tobramycin s trimethoprim sulfa s sputum gram stain,1
piperacillin tazo s tobramycin s s trimethoprim sulfa,1
additionall,1
trazadone somnolence,1
calcium kayexalate,1
captopril emesis,1
citrobacter,4
qid albuterol atrovent,1
mouth qid,1
metoprolol diabetes mellitus,2
ritonavir darunavir emtricitabine tenofovir,1
miconazole nitrate cream,6
ganciclovir sodium,1
calcium magnesium lactate,2
acid base disturbance,1
po qid vitamin b sr mcg po,1
qam ferrous sulfate,2
po bid senna tablets po bid valium,1
tylenol bisacodyl ativan,1
reglan senna,1
digoxin copd esrd dyalisis who,1
bicarb ag cr bun,1
qpm lipitor po,2
metformin po bid meds on,1
metformin po bid holding coumadin mg po qd holding discharge medicationsdischarge diagnosis carotid stenosis,1
ciporfloxacin ointments and viroptic continue ciprofloxacin,1
vitamin k colon cancer,1
luminal thrombosis,1
lisinopril iron,1
sulfamethoxazole trimethoprim acetaminophen ascorbic acid calcium carbonate ergocalciferol garlic multivitamin vitamin a,1
wasfound,1
aspirin aldactone,1
steroid suppositories,1
bicap,16
amoxicillin renally,1
lasix atrial fibrillation,2
rifaximin gastric mass pt has known pre pyloric gastric mass,1
qid zinc sulfate,2
lactulose enema,15
glucose lasix,1
calcium lasix,2
aphos tbili,2
qhs clopidogrel bisulfate,1
nausea senna,6
glycerin suppository ducolax lactulose,1
syrup imodium albuterol sulfate,1
zofran clonidine,1
telavancin,2
lisinopril metoprolol omeprazole simvastatin torsemide,1
qid trazodone,8
aspirin keppra,1
p ami angioplasty bms coronary artery bypass grafting x,1
po bid digoxin,20
reterograde,1
abx vanco flagyl meropenem caspofungin,1
bentyl lomotil,1
"37991"",""577",1
nortryptiline methadone,1
qid tizanidine,1
qhs haldol,4
vitamin d u daily miralax gm,1
plavix pravastatin tte,1
nifidipine,2
pantoprazol,3
po bid ipratropium albuterol,2
po tid acetaminophen,8
cyanocobalamin vitamin b,8
sodium potassium chloride pm urine color yellow appear clear sp last name un pm urine blood neg nitrite,3
methadone fentanyl,5
outaptietn,1
famotidine ppx bowel regimen prn access midline in place communication patient daughter name ni telephone fax and his wife name ni telephone fax code full code confirmed with patient on medications on admission home medications,1
lisinopril atorvastatin plavix,1
metformin tricor ultracet discharge medicationsdischarge diagnosis,1
po tid cefpodoxime,1
hepatitis c virus secondary,1
po bid protonix,19
po bid albuterol inhaler puffs q hrs prn,1
amlodipine digoxin bufferin,1
nitro ggt lasix,1
s p kidney liver transplant,1
mycophenolate tacrolimus,1
pregabalin lyrica,16
asthma bibms,1
keyexalate,2
ipratopium,3
po bid aricept,1
cipro levo,1
oxacillin bactrim tetra,1
gpc bacteremia necrotizing pancreatitis,1
levaquin ceftriaxone,4
augmentin diltiazem metoprolol digoxin,1
aspirin lidocaine,1
heparin lovenox,1
albuterol guaifenesin,1
folate iron neutraphos lansoprazole,1
vitamin d international units weekly,1
lipitor synthroid folic acid,1
remeron osteoporosis,1
raloxifene vitamin d,1
atenolol lisinopril lasix,1
albuterol evista,1
mirtazapine aricept,1
senna calcium vitamin d multi vitamin,1
vanco levo vanc,1
moxifloxacin albuterol,1
ostelmavir,1
lithium lorazepam seroquel risperidone,1
benztropine mesylate diphenydromine,1
lithium qhs lithium,1
risperdone qhs seroquel,1
insulin gtt vanco,2
lithum,1
calcium phosphate magnesium cholest pm alt sgpt ast sgot ld ldh pm pt ptt inr pt please see electronic record for,1
hepatitis b core antibody please see operative note for details she was noted to have,1
prednisone protonix nifedipine,1
minoxidil labetolol clonidine,1
p coronary artery bypass graft x pmh s p pci s p perm pacemaker placement,1
ezetimibe niacin htn,1
olopatadine,4
gtts loratidine,1
carboxymethylcellulose sodium,3
calcium vitamin d units tablet po tid,1
appetite or bowel habit ed afib,1
b classical,1
codeine guaifenesin cheratussin,2
neurolofy,1
ceftriaxone azithromycin clindamycin,1
meropenam multisystem atrophy,1
methylphenidate midodrine carbidopa levodopa,1
sinemet ritalin florinef methylphenidate zoloft proamatine,1
lansoprazole amoxicillin,2
casodex,15
qhs loperamide,6
beta blocker sotolol,1
vitamin b rpr and tsh,1
p coronary artery bypass acute,1
clotrimazole lozenges and oral nystatin,1
nefazodone,7
vitamin senna,1
prednisone ativan tid coumadin,1
levofloxacin allergic,2
steroids hydrocortisone,10
ampicillin cephalothin gent nitrofurantoin tetracycline,1
anearobic,2
zofran tylneol percocet discharge medicationsdischarge diagnosis group a streptococcus bacteremia,1
roommate,1
dilantin nausea diarrhea,1
folate thiamine ferrous sulfate anxiety,1
calcium gluconate albuterol,2
vitamin d htn,3
metoprolol clonidine lasix,1
qod terazosin,1
levophed cefepime,1
vitamin d deficiency malabsorption vitamin d,1
propofol propofol,1
hydralzaine,1
hydralazine qid metoclopramide,1
vasopressin atropine,2
glyburide allergies,1
levophed vasopressin lactate,1
"7140"",""112",1
methadone vancomycin,1
disr,7
disr mchc error,1
statin anxiety,2
po daiy,1
po bid vicodin mg tablet prn,1
qhs mevacor,1
ciprofloxacin metronidazole,11
vancomycin pipercillin tazobactam,2
probenicid,1
voirconazole,2
steriods cellcept,1
amiodarone myelofibrosis s p bmt the patients,1
po tid cyclosporine,1
po bid sulfacetamide sodium,1
po bid voriconazole,1
appetite fevers chills,1
amlodipine metoprolol succinate,1
anagrelide,23
anagrelide diabetes mellitus,1
po bid vit d,1
po qid anagrelide,1
po bid clonidine,4
metronidazole cream,4
glucophage htn,1
levothyroxine lisinopril methadone omeprazole oxycodone,1
amiodarone anemia acute blood loss,1
cipro vancomycin,5
antibiotic regimen,4
po tid atrovent,2
fluticasone inhaler albuterol,1
pravastatin sodium,4
hydrocortisone cream sig one appl topical,1
qid cholecalciferol vitamin d unit tablet sig,1
salmeterol xinafoate,2
qid senna,4
fomepizole,17
p ethylene glycol,1
intuba pm blood type art fio po pco ph caltco base xs intubat,2
intuba pm blood o,1
celexa ambien,1
niaspan,3
vit e vit c,1
samarium,3
nausea hydrocortison,1
vanc zosyn levaquin,1
htn p w sob,1
vit b def she,1
vit b supplementation,1
losartan rosiglitazone,1
epogen hypothyroid,1
po bid megace,1
levofloxacin acetaminophen vancomycin,1
daptomycin s erythromycin,2
norepinehprine,1
furosemid,2
beta blocker delerium,1
soverall,1
tamsulosin depression,1
albuterol sulfate benzonatate,1
fluticasone propionate fluticasone salmeterol,1
qhs benzocaine orabase b paste,1
esmolol vasopressin milrinone epinephrine,1
diovan lipitor amlopidine glyburide tramadol,1
hydrogen peroxide,4
mellaril,5
qday hydrochlorothiazide,1
intuba pm blood type art rates fio o flow po pco ph caltco base xs intubat,1
levaquin cefepime,1
lasix losartan atenolol,1
tussin seroquel gabapentin losartan,1
l knee lactulose,1
metformin g,2
calcium vit d tid,1
sodium bicarb calcium chloride insulin with d for k ekg showed low voltage and bedside echo with,1
calcium gluconate glucose,2
gemzar hypercholesterolemia,1
po bid isosorbide,2
norepinephrine epinephrine,3
levophed milrinone,6
dtermine,1
41419,2
lasix isosorbide,1
nadolol zoloft,1
esophogram,8
atorvastatin carvedilol clopidogrel glyburide lisinopril metformin nitroglycerin,1
omeprazole vit c,1
vit d u vit b iron,1
qhs senna tablets,1
ceftriaxone acyclovir,6
genta vanco,2
tobramycin s trimethoprim sulfa s blood cultures and ngtd other studies imaging cxr portable chest,1
ciprofloxacin ciprofloxacin,5
glarine,1
vit k ffp x units loaded,1
dilantin nitroprusside,1
omeprazole magnesium,15
lasix heparin,1
vit b shots discharge medicationsdischarge diagnosis severe as mac s p avr mvr mechanical etoh abuse anxiety,1
"V5861"",""285",2
b cell lymphoproliferative disorder,5
qhs calcium vit d mobic,1
lidocaine lorazepam,1
minitran,1
"V103"",""486",4
gentamicin tobramycin,1
providencia stuartii enterococcus,1
vancomycin cefipime,7
po bid allopurinol,12
atenolol nifedipine aspirin,1
carvedilol lasix,3
lasix hydrocortisone phenylephrine,1
benzo withdrawal and,1
alendronate clotrimazole cyclophosphamide furosemide mesna,1
caffeine nifedpine ondansetron prednisone bactrim testosterone,1
epogen constipation s p left arm av fistula,1
innom aneurysm,1
mevacor,11
chol vascular dementia,1
wafarin,9
qhs zonisamide,1
qhs pramipexole,3
b etoh cirrhosis,1
po bid multivitamin thiamine,1
calcium phosphate cholest,3
calcium phosphorus,3
potassium sodium bicarb chloride,1
po tid docusate,2
vit e qd pred forte gtt od qid,1
multivitamin vitamin b mcg,1
lansoprazole simethicone,1
steroids copd,3
vanco enemas,7
s p steroid,3
30590,1
metoprolol leukocytosis,2
enalapril labetolol,1
metoprolol atrial fibrillation,2
vancomycin anemia,3
iron tibc b,2
vitamin b mcg po daily vitamin c,2
"V441"",""486",2
linezolid vancomycin cefepime,1
paroxetine albuterol ipratropium metoprolol pantoprazole,1
amidrine,1
nortriptylline,1
39891,1
lisinopril plavix,4
piperacillin tazo s tobramycin s s trimethoprim sulfa s r brief hospitalhospital course mr known lastname presented,1
aloe vesta to dry intact tissues,1
vitamin b mcg po daily vit d unit s po,1
reamined,2
folic acid centrum,1
matolazone,2
vitamin deficiency,4
truvada norvir prezista his viral load and cd were not repeated during this admission,1
pitcher,4
meq tid lasix,2
po tid darunavir,1
po bid multivitamins w minerals,2
doxycycline meropenem for,1
albuterol clonidine,1
hydroxizine qhs,1
oxycontin valium,1
ceftriazone,25
vardenafil levitra,1
lactate na k cl freeca cxr impression no acute intrathoracic process brief hospitalhospital course f h o asthma and vocal cord dysfunction,1
", 4659",1
imipenum fentanyl,1
vitamin d u per day,1
prednisone thrombocytopenia,1
citalopram dexamethasone keppra lidocaine,1
